@relation train_80p100_38556_temp_only

@attribute temp numeric
@attribute traffic_volume numeric

@data
287.6,660
275.12,661
280.37,2081
295.93,653
284.84,4820
290.93,4274
292.57,2682
292.4,5162
293.03,4780
286.08,6383
273.75,1256
279.178,2993
257.05,4431
277.22,4947
292.03,3280
271.01,1275
287.12,3002
276.04,1221
297.77,3232
289.48,511
268.87,5760
295.73,465
286.88,4752
284.34,5392
288.16,581
268.14,4784
267.16,358
275.92,2205
285.51,293
288.36,355
279.62,5998
294.942,4341
279.45,3226
285.94,2910
301.62,4443
292.59,543
274.5,2839
280.33,2881
280.42,1783
284.27,6108
296.64,6054
280.07,326
262.67,5705
266.36,568
284.81,4305
282.512,6329
289.06,1228
271.51,863
279.79,6204
292.35,4775
290.35,1665
289.83,5660
287.29,5062
273.68,2518
298.9,3146
277.71,1882
283.5,5799
260.01,1143
291.8,6461
300.64,5306
281.68,3755
269.29,301
277.61,2936
286.53,1656
291.79,4816
271.71,1474
273.92,591
277.1,4184
280.46,4592
277.1,435
262.14,4639
270.28,4220
272.589,692
296.34,2888
292.58,5094
298.42,2982
299.68,4421
273.95,319
257.29,3638
264.09,256
304.82,4077
292.89,5341
254.42,4221
262.28,2315
271.7,1198
283.628,2693
271.75,283
304.399,4214
284.08,4206
284.22,4380
293.41,879
288.82,924
296.18,3356
275.92,5105
274.35,3295
253.22,343
286.76,3857
277.16,4658
298.58,5864
292.08,4982
288.69,2201
265.61,5061
291.39,4275
286.66,802
274.28,1728
271.28,2584
279.63,1035
279.29,3156
276.95,4631
297.35,4229
274.75,600
283.43,5229
287.62,1736
283.15,1206
279.3,5138
284.29,5024
290.66,1926
297.75,6359
297.851,3811
274.37,4836
297.03,2611
272.38,263
289.81,1293
267.09,4554
291.78,3795
262.09,2576
255.85,3708
264.82,4678
275.95,5315
261.02,2638
288.94,5109
297.63,2389
270.9,5327
259.59,2947
284.48,4584
296.46,4314
286.69,542
290.47,2761
286.15,4866
247.16,248
280.89,823
274.94,1110
278.43,4536
292.49,722
297.85,5053
281.02,3770
279.98,630
294.93,313
255.46,4704
296.91,6458
274.41,4805
291.96,4781
291.65,1674
292.04,509
290.51,5738
288.23,4458
265.9,5938
296.509,662
293.36,190
274.51,270
293.64,2105
272.48,2755
278.39,5938
271.15,5826
294.06,5025
277.39,2999
273.51,4055
269.64,4470
293.84,5187
293.14,1362
287.11,3395
289,4896
274.08,5390
263.792,5810
274.09,1945
277.14,5094
286.01,5890
285.15,2390
257.39,3849
291.62,2152
290.86,6658
287.94,4904
304.24,6064
265.55,5710
284.62,2164
272.52,5163
292.8,4690
258.68,3563
263.31,3756
256.49,2926
294.14,2205
258.59,4509
295.98,2607
298.28,2874
283.03,6174
294.35,6765
288.54,5618
273.21,5121
275.01,5777
290.84,2793
271.37,1338
305.62,6139
271.65,370
287.58,3242
285.95,1882
264.61,5485
288.64,3464
276.1,331
278.5,1748
270.55,2503
262.4,1004
267.42,3067
278.59,306
282.341,261
272.08,3865
290.41,6255
287.19,5747
262.44,1016
271.87,3587
257.73,861
291.62,4560
273.86,4114
292.62,522
270.08,3637
296.42,2228
267.28,1441
295.59,4748
284,2020
289.35,5014
288.26,3154
275.11,5477
291.09,880
274.24,4552
299.16,4646
275.86,5308
275.85,4844
286.532,1295
277.55,648
276.61,535
264.36,3838
275.82,3244
291.8,6473
271.02,6029
288.13,1871
266.08,3299
301.15,6558
262.54,5191
286.23,1173
256.21,1836
275.36,6040
274.48,5882
295.39,4112
273.28,2810
294.96,257
266.61,5336
285.68,3124
248.43,381
286.32,6106
292.75,620
297.27,4451
288.2,348
286.08,4235
288.68,5069
266.84,654
292.58,606
250.9,2501
268.47,1200
278.26,360
273.22,556
295.08,421
277.81,2397
263.9,296
272.91,5960
286.06,690
270.34,4151
288.55,894
296.83,2542
295.16,2197
296.63,6773
292.52,2536
257.51,5716
283.53,384
268.64,4534
276.15,4554
275.09,4258
274.62,3681
294.22,708
267.38,3781
271.28,6570
295.15,4976
287.95,3310
268.99,369
272.02,904
286.54,364
257.88,5376
286.63,273
289.02,858
270.42,364
292.3,579
292.69,2021
288.02,5702
294.52,4636
270.23,5213
270.43,4809
267.67,6023
290.36,1591
272.52,3599
291.84,4837
296.65,317
286.15,6161
285.81,5746
259.28,1120
294.65,2821
278.05,2681
273.75,1898
281.1,862
270.49,508
272.22,5894
289.27,1021
270.55,3247
286.93,267
255.8,3781
269.75,2448
293.36,5232
287.95,858
275.51,6508
283.02,907
305.87,4937
289.36,5446
289.38,4088
269.86,1666
274,4895
293.37,4965
284.79,6876
282.87,311
297.31,4283
282.05,4086
273.21,739
293.94,5872
255.71,4643
276.01,4598
274.15,2894
278.88,668
276.83,2109
291.35,2822
262.61,4841
287.48,4385
257.83,2560
275.81,4818
283.896,1669
253,505
271.8,963
291.84,4915
289.54,720
296.59,485
280.26,331
269.15,851
291.58,6057
263.5,5343
272.15,3917
260.38,382
288.23,459
271.75,696
274.42,4143
302.96,5654
290.21,614
295.37,5461
291.72,4562
260.28,4687
275.93,1928
280.81,4936
296.71,1292
287.29,4237
294.22,1183
276.72,5455
283.84,5082
297.44,3177
272.35,5793
286.65,451
289.28,5033
288.41,594
281.16,6470
274.58,457
286.75,934
297.888,287
261,4433
286.89,2919
261.46,5270
272.51,1607
286.49,4720
294.4,4392
291.07,4489
293.38,311
268.37,6120
293.59,828
284.82,2527
274.95,5681
293.58,343
274.36,516
284.05,983
260.08,775
287.15,336
259.03,1451
274.84,4362
294.96,1449
278.09,955
284.04,819
298.26,5688
273.78,765
291.29,2786
285.01,3240
293.76,4445
269.2,6135
266.48,1149
293.14,345
300.81,4524
288.48,4621
265.22,5551
250.36,2450
301.54,3281
280.71,5535
269.63,2297
272.21,1853
276.793,3655
265.74,2286
274.19,704
289.14,578
268.15,4676
295.89,2930
282.97,1026
290.37,6134
269.48,285
257.72,4646
292.535,3436
282.78,357
274.47,4881
278.024,2202
250.08,301
299.15,5476
283.4,5825
290.37,410
281.42,324
288.75,702
284.02,3105
270.68,5130
295.35,4664
290.02,2975
265.24,4132
269.95,1056
297.9,5312
294.65,2860
260.35,802
286.75,4925
295.83,3153
271.51,2969
268.62,3177
278.06,4719
266.39,389
277.57,365
270.58,5136
264.62,1539
289.79,1648
277.44,3043
263.93,773
297.38,6662
282.28,982
292.66,5752
289.52,796
271.03,4384
286.75,2690
278.75,6300
294.1,2499
299.36,3198
273.35,5616
279.87,302
258.22,5831
299.8,4850
289.72,6641
289.36,966
285.08,6173
272.06,1693
269.58,2896
283.16,398
271.73,5634
268.9,792
257.12,5227
270.58,1556
294.82,2666
300.16,6357
297.41,2028
257.55,4944
297.7,4304
275.95,5911
263.65,2613
276.08,544
274.15,5292
292.75,6426
279.93,881
279.48,4119
292.85,854
261.53,3559
276.08,4606
298.27,2598
290.26,620
295.35,2965
296.15,703
267.01,5502
295.7,1770
274.59,549
287.09,3678
264.86,3562
290.95,439
264.95,3683
270.65,4140
295.89,6429
279.02,2329
287.76,1371
291.95,2597
284.47,513
251.77,6037
265.18,2631
294.08,4375
285.26,1015
294.08,4928
260.89,567
267.79,751
296.76,4385
294.82,6098
300.37,5590
263.85,2897
299.01,5697
297.12,4784
286.36,2112
296.1,4900
284.86,5375
289.06,3118
285.65,6680
275.02,2624
297.66,5287
292.56,5144
289.62,5617
255.53,740
263.47,2860
281.18,5181
300.1,4473
296.65,4411
280.83,4960
276.93,2304
293.29,307
275.84,1822
300.15,3945
270.9,4753
292.92,3309
283.23,2588
294.48,6384
284.78,1777
272.22,381
297.43,5626
282.22,6746
284.29,286
301.94,5871
285.45,5884
260.86,365
286.55,321
285.48,5821
281.38,416
277.88,4580
295.95,3748
290.53,712
299.81,4513
300.13,4555
294.72,5449
275.21,352
288.81,5801
289.79,851
257.3,5287
252.44,2657
290.45,6884
286.18,1006
261.72,4698
300.73,3592
273.77,524
281.06,2579
293.75,1467
277.96,6057
290.8,1741
260.44,2567
288.96,2712
300.7,6162
292.62,4886
273.42,5054
290.08,1060
281.08,6744
274.95,868
274.48,2635
285.49,1008
273.77,2909
297.68,5078
300.51,4741
269.35,1478
281.83,6156
264.41,284
301.28,4785
300.35,1544
279.29,3998
292.1,1204
295.38,6038
251.76,689
270.86,1291
293.41,4897
275.15,5512
283.71,5531
272.95,3981
260.72,1811
288.65,4088
300.73,4802
283.699,4451
266.48,352
272.936,608
278.41,361
291.35,2356
291.22,884
277.48,6504
281.71,358
290.08,4596
275.67,2552
282.34,2898
284.8,4238
269.51,3377
267.68,4228
285.42,625
260.9,4694
296.78,2966
275.61,271
288.07,5487
297.51,1117
270.74,285
248.57,2502
295.01,5253
280.11,6120
293.56,4497
267.84,4755
287.92,5071
299.9,4290
258.82,3959
295.15,2641
291.58,3508
302.01,4705
260.17,3313
270.62,1849
285.81,1381
280.1,6283
272.16,4750
301.42,2856
283.649,799
284.58,5167
274.08,990
297.08,4505
304.2,4074
273.11,5074
293.68,3680
293.81,1056
294.08,6459
271.36,6789
268.51,1386
271.74,4208
291.05,531
288.62,4176
290.68,419
272.28,6071
284.58,4815
278.37,4502
291.47,4896
254.44,1103
294.49,1327
270.36,3305
294.36,5343
274.52,2597
295.15,4123
286.72,1374
276.32,4075
265.88,6117
262.17,4150
294.42,4598
293.5,829
285.62,4503
274.62,4867
287.61,2710
280.94,5066
272.5,349
253.9,2971
299.61,5016
289.31,1827
284.27,4726
279.42,3971
282.38,4606
271.08,3974
290.87,5095
280.99,3287
292.82,941
296.83,5943
272.55,571
272.08,274
289.92,4509
279.893,2737
263.66,4551
271.92,1095
269.49,1244
300.14,3670
275.95,531
290.22,355
281.31,2847
268.94,2872
301.88,6450
291.77,4690
295.86,5182
281.48,5133
285.65,3925
290.86,6024
273.37,6160
273.84,5074
274.41,377
284.64,5875
275.93,2777
271.33,5800
273.939,5206
246.04,472
286.71,5722
270.71,560
265.9,4808
287.81,6825
291.44,1127
254.75,1880
280.33,6396
274.38,721
272.95,1938
276.33,6519
257.82,264
298.64,5543
265.76,4469
284.91,307
250.99,3921
271.15,5700
271.72,6600
292.21,1363
289.57,6182
289.49,3483
270.84,4743
287.51,3840
296.81,3620
294.82,6463
288.58,6010
282.49,2750
283,5742
272.589,402
284.48,5235
274.47,3520
292.83,3335
265.72,678
298.31,3874
298.4,6567
285.72,1208
291.08,785
275.28,319
271.79,372
255.28,2861
272.08,3002
285.37,2876
283.56,514
258.53,4096
275.15,309
297.48,3629
294.19,7
287.08,3117
260.69,5084
279.5,686
257.34,843
272.33,5046
291.36,310
272.36,3617
274.72,4391
286.48,5480
289.69,5460
287.63,1418
296.61,4512
265.48,1232
279.88,5410
303.06,3683
277.48,5853
280.55,6320
286.36,2802
264.7,5609
297.72,4154
267.66,671
273.86,904
265.95,2442
279.81,2171
275.14,4908
284.78,981
293.2,4325
275.02,2706
265.22,5551
294.72,3881
301.85,5940
277.21,4059
267.87,5000
259.28,3974
290.96,4274
267.16,2293
259.69,4269
271.35,3637
256.28,487
274.12,3005
275.71,2647
265.62,2257
296.35,3319
258.75,400
291.02,4666
291.62,1142
254.62,346
286.43,5447
269.92,5134
258.06,1801
260.68,301
256.25,6273
283.62,1034
289.88,5127
287.01,6333
288.85,630
280.36,6807
285.84,2894
276.02,5083
278.6,4322
259.42,6146
283.44,3282
295.37,5705
287.12,5061
294.94,1271
258.08,561
288.72,1734
275.28,2722
275.29,1481
273.22,5201
267.08,4285
261.93,5675
282.049,2741
284.384,5520
280.94,4574
292.3,1223
278.72,629
265.41,4053
287.03,2855
288.35,347
271.3,5995
289.96,4506
272.29,1298
285.49,1008
292.83,1475
256.1,1421
275.48,3115
296.53,920
293.48,4614
281.17,2857
261.15,4486
296.79,5044
301.22,5632
297.87,3386
279.2,810
294.51,830
291.896,2929
294.98,5621
296.15,4941
276.894,3014
259.94,555
291.24,3221
286.81,5027
283.63,872
287.57,544
296.66,2147
281.2,5191
298.53,2894
301.15,5257
274.67,353
265.88,4235
294.92,272
282.75,5988
269.15,4995
272.86,386
294.41,4490
293.82,397
285.84,2749
283.95,5369
287.3,6665
277.64,4099
280.88,914
276.28,5258
279.24,2804
259.77,5417
285.29,4377
296.36,6888
257.08,4739
296.61,5399
292.89,897
266.58,5758
274.58,4793
291.22,2116
288.01,3104
297.888,5425
292.56,2800
293.495,4271
278.56,390
283.57,6806
290.57,4689
288.48,4524
282.43,395
284.96,4034
275.48,980
282.16,304
278.35,5498
287.35,4885
288.77,3550
290.3,1403
273.29,4182
266.49,4863
285.61,369
273.88,2540
269.21,4410
282.16,2094
282.97,870
279.94,1428
248.25,778
286.22,4802
300.37,6170
275.48,4706
285.91,1596
273.22,5657
254.69,1978
298.25,5276
300.08,3548
285.29,280
272.12,944
295.79,5225
258.52,6439
277.56,4251
290.82,4944
287.68,6257
292.14,2713
296.77,2788
269.08,1229
301.79,4218
273.28,3715
276.55,3448
270.15,2506
280.78,4551
288.28,5892
291.28,750
292,1238
276.28,705
283.26,5114
274.15,2400
289.96,5490
263.39,1440
257.43,442
291.65,5008
293.76,3144
275.89,4562
289.07,2631
273.16,555
275.14,1033
283.29,309
270.39,343
266.93,3374
296.65,3030
270.15,4210
270.36,753
284.32,6215
285.51,543
268.96,339
295.99,5245
271.94,4713
291.65,4938
286.557,5107
280.15,1083
279.08,6445
263.08,4759
298.08,6062
284.52,4773
292.08,3013
254.46,4684
275.65,5344
279.58,5254
291.93,4938
281.58,5409
283.41,2754
272.08,2521
265.55,5696
271.65,3004
291.23,2227
265.11,3455
293.06,2611
278.17,2043
283.85,6019
273.36,5809
287.91,1693
270.05,775
291.74,4391
282.17,2974
271.1,3137
288.68,5304
274.88,810
285.18,2499
291.22,1876
289.01,542
297.54,5848
269.15,2713
285.15,4647
276.53,5766
283.9,384
275.14,4708
284.88,3008
294.121,1669
290.7,3845
282.65,4881
291.17,897
278.62,5753
297.888,4623
296.2,398
295.12,4302
289.21,1464
273.92,1070
270.79,4493
276.793,2794
274.46,5655
289.51,4378
256.87,285
289.37,398
284.09,4358
272.58,425
277.58,1064
288.81,4802
269.82,779
276.76,4063
276.8,240
276.2,5249
289.95,6306
273.35,5701
275.942,1006
278.58,1702
294.83,4410
294.01,1713
274.43,847
275.35,5819
271,4691
289.52,656
274.21,6321
274.29,301
295.2,382
272.6,2442
275.86,5691
300.37,5148
287.48,4021
286.64,865
270.42,4477
291.55,5409
293.63,6612
296.56,3440
289.36,2814
257.15,878
300.96,3408
283.43,676
295.01,5494
287.22,409
269.95,5505
279.28,4850
268.31,5725
268.63,1065
273.41,6202
294.51,4859
269.82,3512
266.02,2868
292.03,2519
288.6,4527
297.93,6235
288.43,585
279.5,4396
272.35,982
289.64,5088
288.82,4671
295.46,4834
281.92,6539
288.86,629
296.82,3359
268.48,5298
255.66,6785
284.08,233
294.37,5051
268.35,6209
287.13,5139
289.95,5236
282.63,414
249.15,4366
268,774
254.11,3851
274.44,5095
271.28,461
274.28,4535
284.89,4909
266.09,1289
275.14,5089
272.29,4710
282.07,340
295.13,5375
301.09,3494
256.94,2975
266.69,3226
287.11,5831
298.72,3877
290.823,239
275.15,5825
271.8,3269
305,6163
272.55,2077
259.09,2697
281.46,3455
290.15,913
274.36,5144
274.98,3775
255.94,362
270.95,5088
264.73,385
300.17,3163
268.91,324
287.23,3099
259.35,5267
251.4,3828
274.18,4858
298.04,3773
256.27,2791
268.22,3628
288.82,4671
285.95,1821
291.32,328
274.88,639
253.77,4578
283.95,5529
281.36,4995
267.15,379
285.53,243
282.69,6192
285.39,5899
287.81,306
287.04,2777
292.18,4468
257.83,785
284.86,535
292.96,6454
285.64,341
289.08,1320
288.31,3504
294.28,2863
279.14,1811
274.68,5053
289.92,5122
276.46,4917
280.81,2570
293.49,423
274.75,5954
295.91,4865
287.96,4830
275.43,4920
288.82,963
276.34,1941
270.69,843
292.8,3715
272.49,2301
283.71,713
294.04,4827
290.62,514
264.77,664
266.51,295
290.27,311
264.29,505
292.27,2655
288.22,398
297.82,2820
255.1,4839
274.5,4276
280.56,1963
283.15,4689
291.48,406
277.88,5089
265.29,4506
269.58,984
286.665,4469
287.724,5599
268.94,2862
290.98,1270
287.8,4056
293.03,864
288.16,531
270.58,2869
276.02,3077
267.86,3670
280.15,1083
275.21,326
296.494,3866
287.38,5794
291.55,2613
293.21,5104
275.22,4623
279.71,3283
271.48,3631
294.25,1566
287.67,281
294.32,528
293.66,274
295.55,6455
292.73,332
283.15,4762
275.15,5984
275.09,3221
297.22,5657
271.95,1580
290.72,478
291.25,5951
270.13,4759
274.69,3604
285.43,5903
259.69,685
288.15,5835
273.28,2497
281.62,2967
264.25,1104
269.95,4646
270.28,855
280.15,5073
284.55,3494
278.15,287
285.03,1121
280.68,251
266.43,5445
290.3,5233
292.73,5103
272.55,1883
272.38,4723
278.59,4643
288.44,4854
294.51,4886
270.83,1627
299.54,5278
278.01,347
285.41,6778
281.426,4609
286.39,5301
295.9,5602
295.59,6148
278.94,1037
271.22,2436
271.75,4349
293.79,404
287.37,6722
296.36,4714
296.61,3584
286.64,5781
253.36,2318
292.28,6179
274.42,2638
291.15,4029
265.86,621
259.65,4011
288.94,4969
300.42,682
301.31,4179
273.34,344
291.67,1152
274.65,1840
297.16,6160
269.43,962
278.56,1671
294.62,1420
288,5075
291.81,5716
282.84,1736
288.33,880
274.33,5579
291.87,1540
262.35,387
292.93,4384
287.32,5909
289.29,4385
271.22,4050
272.15,485
294.15,4059
284.811,5228
269.22,1884
280.15,2832
291.83,5899
269.79,368
285.69,4501
291.34,3089
255.31,5779
300.82,5670
284.17,2702
276.47,5201
288.15,5430
288.85,2776
299.58,4944
297.43,4553
295.1,2721
294.89,1704
263.32,359
304.34,6052
300.48,4310
292.68,4856
284.07,3612
289.72,873
273.88,1175
291.25,4975
286.52,403
284.58,6452
290.15,4407
288.59,271
284.94,3733
269.86,1905
271.45,3869
284.39,5949
299.58,3976
252.72,1049
293.56,4802
293.14,5875
291.04,329
303.35,4752
285.29,2577
282.06,6540
300.22,4986
273.08,2903
290.42,327
270.471,4510
279.62,6308
269.93,774
272.1,5192
283.01,4697
287.952,4254
261.6,6681
293.15,2467
293.48,5313
272.55,759
279.72,929
292.06,940
270.95,334
265.87,3444
292.48,5930
275.58,4609
267.23,3524
249.95,389
287.38,2491
260.79,5839
266.95,3239
290.98,3073
265.36,844
278.08,349
248.88,2507
281.91,312
264.44,316
273.43,3538
272.08,4971
296.06,4926
292.79,779
275.02,2609
271.77,3197
284.09,2803
258.88,697
296.65,2461
278.2,4264
274.15,4953
259.21,337
290.87,3013
294.49,4175
275.69,4258
257.29,845
270.86,2419
271.92,1261
259.27,4483
285.17,518
250.77,925
286.82,3205
265.52,5128
271.341,6093
262.3,2552
284.93,5304
260.58,885
293.55,1397
288.15,819
279.75,5040
259.14,5424
274.05,850
276.15,6039
274.28,2940
294.92,3114
258.12,2357
289.83,5659
284.04,2195
287.31,5591
270.84,2599
265.52,357
274.01,3703
270.3,3215
279.74,4903
290.28,4390
289.11,6294
284.81,3043
279.87,5706
297.82,1461
276.42,3352
294.55,3552
258.68,2081
268.83,4570
261.15,712
273.03,410
272.29,982
293.72,4442
296.46,3508
260.42,5854
274.22,4788
297.64,3103
295.63,2664
278.27,6395
273.09,4327
274.84,4718
298.14,5362
278.84,3489
287.55,5946
293.3,2562
283.03,5713
288.09,1611
276.793,306
300.1,318
273.22,1297
286.42,5038
278.29,3868
273.65,4975
276.21,1368
293.75,922
293.79,5728
273.08,448
294.14,5791
292.75,4089
279.62,5235
295.29,3201
267.22,5027
259.22,770
284.3,5882
279.15,407
292.46,3642
297.74,1167
277.15,5084
294.44,6011
292.34,1106
271.45,351
288.59,1037
249.47,4855
283.28,785
285.62,694
286.6,301
251.07,3593
265.48,1147
248.31,808
251.88,5686
271.53,4754
275.66,4557
272.63,2984
276.21,4794
276.08,6721
283.02,4083
279.75,2874
288.85,4741
294.32,1708
291.21,910
292.59,5652
290.09,1899
274.67,1043
294.15,6376
272.77,1570
275.72,3704
295.68,5102
274.82,3228
285.78,947
280.16,418
279.65,2971
276.28,705
278.1,4387
298.81,4308
275.89,845
295.37,3049
296.62,3129
283.51,4460
284.77,1765
279.11,1454
292.49,4188
289.57,1215
295.05,5211
269.88,5843
294.65,336
293.82,3234
291.24,2910
256.88,5319
276.68,6234
295.49,3534
289.62,5559
292.07,408
293.25,5049
282.63,6390
276.51,4187
280.01,3212
290.5,1251
280.88,252
288.48,5591
250.9,405
272.5,5002
288.35,347
264.53,5779
292.11,3227
273.95,5108
267.93,2868
285.94,2910
288.6,4527
277.63,7076
279.178,2446
261.69,5495
291.55,305
279.08,1433
277.15,790
295.94,3184
274.29,3047
293.58,4049
288.7,3807
285.87,1106
295.59,1832
280.091,2704
289.85,980
293.495,4711
294.27,3190
258.3,2344
285.5,5181
267.29,1602
289.74,2213
272.9,2774
283.52,6071
269.74,5053
304.27,3480
287.65,527
290.08,1500
272.62,562
276.33,4743
289.03,397
282.01,1348
281.93,5004
293.91,6578
261.42,640
275.03,2625
286.7,3487
273.35,1613
272.51,5131
296.15,4941
278.08,4398
265.34,5953
290.67,332
289.78,458
263.28,5658
263.03,6252
284.34,3011
290.15,607
276.24,2190
294.42,5295
295.16,371
272.52,5248
274.62,2769
293.44,4601
258.69,4225
275.15,1115
280.58,6614
271.8,724
290.08,2054
294.51,377
287.5,4092
258.75,6312
273.65,4488
267.96,3173
280.55,4524
284.001,5694
293.35,567
259.37,746
273.93,2711
258.46,3703
291.03,2672
272.15,4032
268.09,1840
293.98,2790
269.93,4347
282.61,6485
285.75,1328
277.19,6039
293.88,2845
293.15,2467
292.22,374
285.87,586
265.15,2254
284.938,4399
288.43,2895
283.26,5031
278.68,4356
254.64,4109
282.87,6302
287.79,422
279.87,922
278.15,5657
281.62,2900
300.61,3371
284.21,326
264.09,4312
295.35,5671
298.92,5000
268.64,255
273.74,4738
255.45,3128
285.72,1889
296.79,3010
287.15,3527
275.29,3830
291.25,845
295.369,4715
277.82,5646
261.72,3344
271.73,2743
285.3,5870
278.07,6454
272.17,4314
266.61,4750
265.04,1384
264.68,568
292.91,4837
263.55,4694
289.65,5782
263.9,4930
256.29,6630
264.86,534
307,5813
296.08,4976
287.26,4142
285.18,2499
261.39,3135
289.79,2979
257.77,4555
293.81,2524
295.62,4918
271.15,4893
259.84,2660
272.15,2323
290.86,5468
271.37,2145
286.39,4671
293.6,2657
274.58,5665
257.06,2987
261.34,2049
272,3959
283.67,319
293.94,5717
297.05,2838
256.9,915
272.36,540
273.33,4728
261.95,2089
275.15,366
266.86,4253
270.21,5591
293.29,4750
287.7,420
293.82,4324
298.09,2682
277.81,3421
271.37,723
299.54,6495
291.31,471
300.98,6688
295.44,4091
276.95,6686
286.52,658
291.37,392
251.15,435
247.84,1216
273.92,1988
272.58,4910
293.15,615
284.39,5431
287.88,2348
295.43,2658
289.45,2400
294.84,5025
272.58,4185
279.7,555
289.56,403
282.05,2131
291.43,395
289.5,1948
258.18,406
273.3,822
292.69,4501
301.86,2920
292.86,337
261.02,2343
301.78,1648
270.58,1369
287.36,1265
275.42,4891
271.79,4332
271.09,526
275.29,5713
289.98,3973
288.45,312
293.5,4823
287.32,4016
278.22,2998
273.22,3047
292.56,4347
288.46,3327
301.74,3512
276.41,5138
283.15,2198
262.08,4072
295.36,5166
270.55,522
284.881,4299
286.15,901
256.32,5469
296.64,2899
282.42,478
281.29,910
263.79,385
284.22,271
297.69,434
284.94,3058
275.42,4948
293.44,1227
275.36,2743
271.36,783
300.36,5465
277.55,6527
304.15,5639
270.29,6059
259.42,4919
293.2,4056
292.38,516
275.02,6314
293.93,699
275.95,4989
286.71,312
274.94,1150
253.03,4358
286.055,595
275.09,4694
294.3,688
287.96,227
270.28,5208
257.54,3453
273.47,2160
291.15,401
291.65,4980
270.63,438
289.65,3189
278.85,4832
254.35,1855
291.39,741
287.87,5759
256.22,5449
292.73,826
284.96,4606
267.72,306
291.95,2597
258.5,515
279.55,4982
292.04,451
253.86,5876
281.65,3108
265.72,828
276.31,752
278.13,4200
276.9,4092
248.13,4504
295.25,5344
276.39,5691
300.49,5362
285,5193
282.81,2147
289.84,363
280.83,837
275.67,4338
273.66,4895
279.75,454
273.46,5043
269.82,4825
287.61,2710
289.79,4820
295.54,1026
249.15,5492
261.2,498
293.65,4708
302.26,4663
282.22,2776
273.58,3085
294.28,4475
294.63,5067
291.35,2822
275.4,5859
289.43,2042
264.18,510
278.64,6211
276.15,2768
290.01,723
281.4,3770
293.08,5324
283.98,6224
273.08,3031
253.82,899
292.93,4994
285.45,2473
280.42,4599
251.4,4412
275.02,5279
277,854
293.37,6251
251.79,666
291.09,880
301.48,4007
297.22,4245
279.81,1057
273.72,5214
267.12,1633
293.25,5269
258.88,3055
272.15,1350
275.46,5098
297.98,3205
276.29,286
275.08,1727
288.78,508
283.84,6694
288.3,847
293.48,2836
279.83,4211
274.21,2282
288.07,4266
267.02,303
301.41,3374
295.8,5626
272.62,296
299.52,4724
279.79,720
280.32,6131
295.32,1314
249.65,2629
299.53,3536
284.86,6387
273.09,321
274.46,4725
288.21,5431
283.85,300
280.37,3356
273.38,2177
284.25,6325
292.16,2521
268.48,1578
269.68,390
291.37,6252
289.67,648
277,3788
289.02,219
284.36,4123
264.94,5463
291.47,619
273,3676
264.41,6029
298.93,5278
289.48,441
276.23,2507
303.08,4063
262.09,927
275.22,4490
271.04,252
290.15,5557
286.96,5033
275.18,1019
280.3,368
276.51,5906
290.18,5878
291.49,3518
264.9,442
269.6,4386
275.51,349
286.62,2745
290.03,4980
264.57,4333
268.86,339
275.65,2875
296.15,698
291.8,1005
250.88,5531
294.28,2863
263.81,4920
287.32,5188
260.21,357
282.15,4088
278.61,668
263.35,4511
285.24,5695
260.76,4491
277.15,6070
259.08,363
278.61,5474
291.49,879
271.94,2059
285.89,4610
287.13,345
294.79,2857
264.4,1659
287.54,3201
258.2,4939
260.9,3144
275.58,6310
253.21,782
269.5,2836
278.81,4521
282.14,1785
281.02,3961
285.01,335
254.14,4456
287.54,5070
293.08,6085
283.52,6807
282.35,4792
275.32,1538
281.59,2449
280.78,2506
269.51,784
281.82,561
294.58,2511
265.35,2024
277.09,873
294.09,4393
293.65,435
294.5,3852
277.23,4783
259.58,986
288.07,2828
274.52,2597
292.27,2346
294.22,6298
257.75,1833
278.92,3209
287.86,816
269.93,540
289.7,581
250.99,3921
271.02,2338
306.58,5502
280.77,4642
272.15,4682
268.95,1579
293.4,2244
263.68,3914
274.22,260
269.43,945
291.57,4963
299.75,6104
294.99,1380
268.08,3441
294.36,3755
270.68,3135
289,4592
275.34,3354
271.75,245
267.57,199
292.87,500
281.08,2925
292.01,6414
274.37,5013
293.04,2868
295.28,2892
292.08,204
296.65,848
274.21,5446
266.92,784
297.92,2296
299.01,5434
268.62,4321
250.65,2217
286.45,3812
272.15,6708
294.83,5157
293.62,2392
292.02,2728
272.43,4564
265.76,5490
274.79,709
262.23,4890
288.74,6738
273.2,465
255.72,4238
287.21,5668
287.37,2442
272.81,2066
296.69,3045
274.15,4850
284.79,5709
290.89,849
287.58,538
295.22,6702
284.88,414
297.78,4134
272.55,247
272.44,6871
296.45,3998
269.76,909
268.39,534
280.56,4532
298.02,6244
292.92,3397
276.68,1473
289.62,475
290.86,2789
304.55,4037
269.29,3996
292.92,5001
281.8,280
257.78,4186
272.55,6009
275.56,336
273.08,5194
300.79,6321
259.23,2701
272.68,4690
284.27,2336
303.82,6053
285.43,1137
288.29,1584
290.55,5730
280.69,925
275.08,3571
285.63,356
265.98,4134
295.163,5440
288.31,6101
288.49,806
294.8,4289
283.29,407
269.09,4777
302.29,3183
264,5821
298.62,6666
286.15,901
293.56,4767
274.69,1007
271.43,308
275.09,413
264.22,717
283.62,5673
302.08,5560
279.22,5456
