holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,traffic_volume
None,288.93,0,0,1,sky is clear,1348
None,282.3,0,0,90,light rain,5770
None,267.38,0,0,1,sky is clear,5109
None,268.22,0,0,90,fog,3246
None,302.12,0,0,40,scattered clouds,5953
None,272.85,0,0,90,snow,4799
None,274.83,0,0,90,light intensity drizzle,2462
None,277.41,0.3,0,90,moderate rain,4697
None,277.06,0,0,40,scattered clouds,4987
None,284.09,0,0,93,light rain,4358
None,268.02,0,0,90,light snow,358
None,278.82,0,0,90,moderate rain,840
None,298.62,0,0,20,few clouds,3419
None,289.81,2.03,0,76,moderate rain,218
None,289.78,0,0,90,moderate rain,6588
None,288.94,0.25,0,90,light rain,358
None,285.22,0,0,90,mist,4705
None,293.42,0,0,40,scattered clouds,5442
None,283.21,0,0,75,broken clouds,2489
None,290.95,0,0,90,mist,4782
None,261.5,0,0,90,overcast clouds,2547
None,263.15,0,0,90,light snow,2496
None,273.95,0,0,90,overcast clouds,369
None,259.6,0,0,90,heavy snow,5554
None,268.37,0,0,90,haze,3310
None,262.82,0,0,90,light snow,3066
None,279.77,0,0,75,broken clouds,962
None,255.01,0,0,40,scattered clouds,4968
None,260.8,0,0,1,sky is clear,2971
None,272.21,0,0,90,overcast clouds,4989
None,269.31,0,0,90,overcast clouds,4520
None,286.92,0,0,88,light rain,702
None,265.07,0,0,64,broken clouds,518
None,266.76,0,0,90,heavy snow,976
None,280.09,0,0,90,overcast clouds,5869
None,296.48,0,0,75,broken clouds,4378
None,285.8,0,0,75,broken clouds,421
None,268.3,0,0,1,sky is clear,938
None,289.13,0,0,1,sky is clear,408
None,273.34,0,0,90,overcast clouds,683
None,270.75,0,0,90,haze,3660
None,274.08,0,0,90,light snow,5619
None,293.79,0,0,92,light rain,4959
None,289.22,0,0,1,sky is clear,341
None,274.52,0,0,90,overcast clouds,3681
None,295.99,0,0,75,broken clouds,5139
None,266.02,0,0,90,light snow,1141
None,295.77,0,0,75,broken clouds,5229
None,276.793,0,0,64,broken clouds,2708
None,287.6,0.3,0,90,mist,4556
None,270.69,0,0,90,overcast clouds,6458
None,262.93,0,0,20,few clouds,5303
None,297.15,0,0,0,Sky is Clear,1947
None,287.88,0,0,90,thunderstorm with light drizzle,5395
None,268.29,0,0,75,broken clouds,4358
None,277.06,0,0,1,sky is clear,4542
None,272.35,0,0,90,mist,4433
None,294.49,0,0,0,Sky is Clear,2709
None,276.269,0,0,68,broken clouds,5039
None,301.37,0,0,68,haze,5734
None,274.97,0,0,90,heavy snow,6098
None,286.35,0,0,90,moderate rain,2118
None,287.741,0,0,0,Sky is Clear,923
None,259.06,0,0,75,broken clouds,633
None,271.24,0,0,90,overcast clouds,5471
None,278.42,0,0,1,sky is clear,5424
None,291.51,2.67,0,90,mist,5839
None,284.38,0,0,90,mist,6368
None,278.18,0,0,90,overcast clouds,5230
None,293.88,0,0,1,fog,433
None,286.34,0.25,0,90,light rain,5181
None,292.49,0,0,36,scattered clouds,2608
None,264.1,0,0,57,broken clouds,6103
None,283.42,0,0,90,proximity thunderstorm,5113
None,304.82,0,0,12,few clouds,4954
None,271.22,0,0,90,mist,807
None,257.22,0,0,90,overcast clouds,3965
None,287.71,0,0,40,scattered clouds,5127
None,290.46,0,0,75,broken clouds,5856
None,272.15,0,0,90,haze,4778
None,295.66,0,0,40,scattered clouds,603
None,287.75,0,0,75,thunderstorm with light rain,541
None,274.38,0,0,40,scattered clouds,6486
None,274.89,0,0,90,haze,4001
None,284.8,1.19,0,90,heavy intensity rain,525
None,294.04,0,0,1,sky is clear,482
None,266.15,0,0,90,haze,3740
None,274.15,0,0,90,light rain,2782
None,272.85,0,0,1,sky is clear,1125
None,260.57,0,0,90,mist,681
None,273.95,0,0,90,light snow,4804
None,299.02,0,0,75,broken clouds,3240
None,300.15,0,0,1,sky is clear,5121
None,277.79,0,0,1,sky is clear,4590
None,272.58,0,0,90,heavy snow,571
None,274.03,0,0,90,overcast clouds,6957
None,291.51,0,0,1,sky is clear,1690
None,294.12,2.92,0,75,proximity thunderstorm with rain,4383
None,271.85,0,0,1,sky is clear,3263
None,272.35,0,0,90,mist,821
None,274.27,0,0,90,mist,500
None,283.35,0,0,75,broken clouds,2381
None,271.3,0,0,20,few clouds,2652
None,255.94,0,0,64,mist,797
None,282.62,0,0,90,light intensity drizzle,586
None,268.49,0,0,90,overcast clouds,426
None,280.82,0.62,0,90,light rain,5148
None,255.69,0,0,90,overcast clouds,298
None,271.95,0,0,1,sky is clear,666
None,302.69,0,0,1,sky is clear,3558
None,268.82,0,0,1,sky is clear,2742
None,270.83,0,0,1,sky is clear,5153
None,287.15,0,0,90,moderate rain,3591
None,261.19,0,0,64,broken clouds,624
None,292.7,0,0,36,scattered clouds,1763
None,281.71,0,0,1,sky is clear,689
None,286.31,0,0,90,drizzle,5457
None,272.47,0,0.25,90,mist,2077
None,305.06,0,0,0,Sky is Clear,5698
None,265.92,0,0,90,heavy snow,3138
None,272.69,0,0,90,mist,4739
None,264.75,0,0,90,heavy snow,696
None,291.151,0,0,92,light rain,2578
None,251.15,0,0,1,sky is clear,499
None,289.95,0,0,90,light intensity drizzle,4507
None,281.62,0,0,75,mist,1693
None,281.08,0,0,1,sky is clear,2836
None,288.17,0,0,56,mist,2792
None,296.93,0,0,1,haze,5388
None,273.58,0,0,1,sky is clear,1528
None,292.11,0,0,8,sky is clear,410
None,287.77,0,0,40,scattered clouds,5353
None,261.97,0,0,75,light snow,739
None,288.55,0,0,90,light intensity drizzle,4827
None,279.15,0,0,90,light rain,2418
None,284.28,0,0,12,few clouds,283
None,276.76,0,0,90,overcast clouds,1219
None,267.34,0,0,90,haze,3001
None,260.07,0.76,0,64,light rain,2010
None,295.29,0,0,75,broken clouds,5901
None,295.28,0,0,75,light intensity drizzle,5288
None,274.15,0,0,90,mist,2971
None,297.46,0,0,1,sky is clear,3207
None,291.75,0,0,90,proximity thunderstorm with rain,1778
None,295.61,0,0,1,sky is clear,5414
None,273.5,0,0,1,sky is clear,6759
None,272.46,0,0,1,sky is clear,2034
None,280.51,0,0,90,light rain,3043
None,295.73,0,0,1,proximity thunderstorm,502
None,286.87,0,0,90,moderate rain,4323
None,290.29,0,0,90,moderate rain,3064
None,294.57,0,0,40,scattered clouds,775
None,284.94,0,0,75,broken clouds,2714
None,284.98,0,0,1,sky is clear,2545
None,297.75,0,0,75,broken clouds,5941
None,295.5,0,0,1,sky is clear,4740
None,292.36,0,0,1,mist,363
None,300.28,0,0,40,scattered clouds,5408
None,291.52,0,0,5,sky is clear,6185
None,264.68,0,0,1,sky is clear,4758
None,280.75,0,0,90,overcast clouds,310
None,290.72,0,0,1,sky is clear,4808
None,271.07,0,0,5,sky is clear,3729
None,259.91,0,0,1,sky is clear,3059
None,283.7,0,0,90,overcast clouds,2365
None,280.89,0,0,40,scattered clouds,5709
None,296.864,0,0,64,broken clouds,4457
None,280.68,0,0,90,overcast clouds,3818
None,263.2,0,0,64,light snow,2542
None,277.929,0,0,32,scattered clouds,5343
None,299.35,0,0,1,sky is clear,4338
None,301.67,0,0,0,Sky is Clear,4283
None,288.62,0.25,0,1,light rain,417
None,275.36,0,0,90,moderate rain,2743
None,298.44,0,0,75,thunderstorm with heavy rain,1005
None,284.51,0.51,0,0,light rain,1748
None,292.81,0,0,1,sky is clear,1236
None,300.58,0,0,90,proximity thunderstorm,4848
None,280.43,0,0,5,sky is clear,2937
None,279.44,0,0,64,broken clouds,6245
None,299.56,0,0,75,proximity shower rain,4023
None,261.72,0,0,90,mist,2344
None,274.68,0,0,1,sky is clear,4583
None,285.82,0,0,1,sky is clear,3189
None,295.08,1.3,0,90,proximity thunderstorm,5530
None,288.3,0,0,68,fog,284
None,292.4,0,0,1,sky is clear,4466
None,265.21,0,0,75,broken clouds,2685
None,289.82,0,0,1,sky is clear,896
None,278.73,0.51,0,90,drizzle,6554
None,275.03,0,0,90,mist,5341
None,277.29,0,0,90,overcast clouds,4308
None,265.82,0,0,1,sky is clear,4799
None,278.22,0,0,1,sky is clear,3422
None,294.81,0,0,12,few clouds,4386
None,291.79,0,0,40,scattered clouds,4737
None,293.19,0,0,1,sky is clear,413
None,293.32,1.78,0,90,moderate rain,4647
None,291.75,0.3,0,1,light rain,346
None,268.25,0,0,90,overcast clouds,1030
None,280.624,0,0,12,few clouds,4204
None,301.95,0,0,5,sky is clear,3656
None,300.35,0,0,8,sky is clear,628
None,273.15,0,0,90,mist,243
None,289.72,0,0,1,sky is clear,5824
None,271.06,2.03,0,90,moderate rain,375
None,275.49,0,0,75,broken clouds,4591
None,303.16,0,0,0,Sky is Clear,6100
None,264,0,0,1,mist,2604
None,289.36,0,0,75,broken clouds,341
None,303.1,0,0,24,few clouds,5155
None,249.02,0,0,1,sky is clear,1763
None,294.353,0,0,0,Sky is Clear,4120
None,289.3,0,0,1,light intensity drizzle,1027
None,254.93,0,0,64,broken clouds,3430
None,287.4,0.76,0,92,light rain,4688
None,292.15,0,0,40,heavy intensity drizzle,5457
None,280.66,0,0,92,mist,2942
None,294.96,0,0,40,proximity thunderstorm,3370
None,274.44,0,0,75,broken clouds,748
None,255.3,0,0,1,sky is clear,5585
None,288.37,0,0,90,mist,2957
None,288.15,0,0,90,light intensity drizzle,3876
None,270.02,0,0,90,overcast clouds,3621
None,272.02,0,0,90,snow,6000
None,270.62,0,0,75,broken clouds,3845
None,288.86,0,0,40,proximity thunderstorm,1063
None,281.28,0,0,90,haze,5453
None,263.53,0,0,75,broken clouds,2463
None,295.12,0,0,88,heavy intensity rain,2822
None,287.15,0,0,90,overcast clouds,3228
None,277.29,0,0,48,scattered clouds,4766
None,268.5,0,0,90,overcast clouds,1637
None,296.69,0,0,40,scattered clouds,2798
None,301.15,0,0,75,broken clouds,2565
None,285.05,0,0,1,sky is clear,5946
None,292.98,0,0,12,few clouds,5366
None,288.14,0,0,90,drizzle,3707
None,274.86,0,0,40,light snow,2651
None,286.01,0,0,90,light rain,5282
None,294.21,0,0,75,broken clouds,3915
None,293.137,0,0,56,broken clouds,2051
None,299.48,0,0,1,sky is clear,4485
None,285.38,0,0,92,overcast clouds,822
None,272.7,0,0,90,snow,2043
None,283.585,0,0,0,Sky is Clear,4293
None,265.28,0,0,90,light snow,4633
None,296.1,0,0,1,sky is clear,428
None,275.15,0,0,90,light snow,4405
None,293.95,0,0,75,broken clouds,4317
None,284.08,0,0,90,mist,4802
None,294.9,0,0,40,light rain,3146
None,264.56,0,0,90,mist,2859
None,271.95,0,0,90,mist,4367
None,273.51,0,0,90,overcast clouds,849
None,275.54,0,0,90,light intensity drizzle,4017
None,279.66,0,0,75,broken clouds,1094
None,258.15,0,0,1,sky is clear,1166
None,287.21,0,0,90,overcast clouds,2639
None,299.94,0,0,1,sky is clear,4941
None,292.79,0,0,90,mist,4615
None,279.87,0,0,90,light intensity drizzle,922
None,275.15,0,0,90,light intensity drizzle,3145
None,274.61,0,0,40,scattered clouds,4397
None,274.22,0,0,90,moderate rain,3189
None,268.68,0,0,90,mist,4399
None,281.22,0,0,40,scattered clouds,5130
None,300.79,0,0,44,scattered clouds,5173
None,275.15,0,0,90,light rain,2825
None,283.17,0,0,0,Sky is Clear,6011
None,288.39,0,0,1,sky is clear,863
None,249.91,0,0,100,overcast clouds,6681
None,262.6,0,0,1,sky is clear,3610
None,268.41,0,0,90,overcast clouds,6079
None,294.07,0,0,75,light rain,495
None,275.58,0,0,75,broken clouds,4860
None,305.17,0,0,40,scattered clouds,6535
None,256.33,0,0,75,light snow,4321
None,295.06,0,0,1,sky is clear,3348
None,280.423,0,0,0,Sky is Clear,721
None,297.21,0,0,20,few clouds,4485
None,295.22,0,0,1,sky is clear,1209
None,296.12,0,0,75,broken clouds,3060
None,289.67,0,0,75,broken clouds,2178
None,296.57,0,0,0,Sky is Clear,5457
None,269.89,0,0,90,light snow,852
None,283.79,0,0,90,light intensity drizzle,3500
None,298.02,0,0,75,light rain,3275
None,263.15,0,0,90,overcast clouds,289
None,282.55,0,0,1,sky is clear,3110
None,293.25,0,0,90,mist,5245
None,289.69,0,0,0,Sky is Clear,1115
None,275.35,0,0,90,light snow,4640
None,294.459,0,0,8,sky is clear,5640
None,294.61,0,0,75,drizzle,529
None,283.22,0,0,1,sky is clear,588
None,292.94,0,0,40,scattered clouds,5043
None,287.91,0,0,90,overcast clouds,389
None,295.78,0,0,40,scattered clouds,2883
None,274.62,0,0,1,sky is clear,2056
None,274.69,0,0,90,mist,2150
None,290.08,0,0,90,mist,341
None,280.57,0,0,1,sky is clear,299
None,301.69,0,0,1,light rain,866
None,276.95,0,0,90,mist,5255
None,271.7,0,0,90,mist,332
None,248.75,0,0,1,sky is clear,5307
None,294.32,3.05,0,80,moderate rain,6172
None,269.35,0,0,64,broken clouds,5135
None,291.84,6.1,0,90,mist,2679
None,289.46,1.27,0,40,heavy intensity rain,5153
None,275.22,0,0,90,fog,531
None,286.26,0,0,92,mist,5789
None,291.21,0,0,90,light rain,4824
None,269.15,0,0,1,sky is clear,335
None,291.97,0,0,1,sky is clear,1869
None,288.07,0,0,90,overcast clouds,4498
None,290.96,0.63,0,90,light rain,725
None,293.33,0,0,90,light rain,5530
None,293.66,2.6,0,90,moderate rain,2385
None,268.68,0,0,20,haze,6497
None,270.15,0,0,90,mist,401
None,289.27,0,0,75,broken clouds,4765
None,294.51,0,0,75,broken clouds,5826
None,285.6,0,0,24,few clouds,803
None,273.97,0,0,90,overcast clouds,5083
None,289.288,0,0,36,light rain,5994
None,287.66,0,0,90,overcast clouds,4916
None,271.58,0,0,40,mist,4033
None,291.7,0,0,1,mist,321
None,293.6,0.25,0,75,light rain,1080
None,256.57,0,0,75,broken clouds,301
None,256.15,0,0,75,haze,5475
None,295.7,1.56,0,90,thunderstorm with rain,3034
None,287.19,0.76,0,90,light rain,4383
None,277.15,0,0,90,light rain,5330
None,296.93,0,0,40,scattered clouds,5386
None,300.35,0,0,1,sky is clear,4290
None,293.55,0,0,90,overcast clouds,3657
None,280.82,0,0,1,sky is clear,2687
None,273.4,0,0,90,heavy snow,3005
None,269.59,0,0,90,overcast clouds,1342
None,292.87,0,0,20,few clouds,3243
None,275.62,0,0,1,sky is clear,644
None,297.84,0,0,1,haze,3263
None,296.44,0,0,1,moderate rain,1218
None,279.55,0,0,90,heavy intensity rain,257
None,275.22,0,0,90,drizzle,2656
None,276.05,0,0,90,light rain,3789
None,270.35,0,0,1,sky is clear,2985
None,271.22,0,0,90,light snow,669
None,269.36,0,0,90,light snow,674
None,275.4,0,0,1,sky is clear,6880
None,275.368,0,0,0,Sky is Clear,358
None,289.48,0,0,90,overcast clouds,5297
None,285.01,0,0,90,overcast clouds,2838
None,300.41,0,0,0,light rain,3346
None,289.89,0,0,0,Sky is Clear,1248
None,285.02,0,0,90,mist,5309
None,299.83,0,0,1,sky is clear,4959
None,273.45,0,0,1,sky is clear,3012
None,299.23,0,0,0,Sky is Clear,5443
None,288.12,0,0,1,sky is clear,422
None,307.03,0,0,75,proximity thunderstorm,4341
None,291.44,0,0,90,light rain,2992
None,277.43,0,0,90,overcast clouds,5139
None,288.74,0,0,20,few clouds,5655
None,292.29,0,0,90,fog,412
None,296.47,0,0,0,Sky is Clear,5011
None,271.93,0,0,90,snow,1223
None,265.22,0,0,75,light snow,2549
None,260.15,0,0,1,sky is clear,2963
None,291.22,0,0,0,Sky is Clear,3702
None,287.82,0.25,0,100,light rain,5904
None,260.46,0,0,90,overcast clouds,3633
None,296.23,0.55,0,40,moderate rain,4416
None,287.72,0,0,90,overcast clouds,5167
None,296.01,0,0,1,sky is clear,412
None,273.98,0,0,90,mist,306
None,296.61,0,0,75,broken clouds,4890
None,291.79,5.46,0,90,proximity thunderstorm,1481
None,283.48,0,0,1,sky is clear,539
None,279.09,0,0,90,drizzle,327
None,285.22,0,0,90,overcast clouds,870
None,299.42,0,0,88,overcast clouds,3089
None,290.21,0,0,1,sky is clear,381
None,255.22,0,0,1,sky is clear,2409
None,298.38,0,0,8,sky is clear,1378
None,269.69,0,0,90,mist,825
None,275.34,0,0,90,light intensity drizzle,3932
None,294.95,0,0,75,light rain,3636
None,257.07,0,0,90,light snow,1229
None,281.96,0,0,1,sky is clear,5431
None,293.3,0,0,1,sky is clear,4137
None,286.15,0,0,75,broken clouds,4513
None,296.61,0,0,90,proximity thunderstorm,6039
None,281.72,0,0,90,mist,4716
None,295.37,0,0,75,broken clouds,6240
None,270.61,0,0,90,overcast clouds,6005
None,272.07,0,0,5,sky is clear,3699
None,295.29,0,0,1,sky is clear,1671
None,268.17,0,0,90,overcast clouds,293
None,282.49,0,0,1,sky is clear,4091
None,260.71,0,0,75,broken clouds,4412
None,293.86,0,0,1,sky is clear,842
None,292.29,0,0,90,mist,4699
None,298.39,0,0,32,scattered clouds,5022
None,284.67,0,0,100,light intensity drizzle,3427
None,293.15,0,0,75,mist,6317
None,253.78,0,0,64,broken clouds,4274
None,273.9,0,0,75,broken clouds,846
None,284.76,0,0,0,Sky is Clear,4873
None,283.04,0,0,90,mist,306
None,274.55,0,0,90,overcast clouds,5274
None,280.89,0,0,1,sky is clear,294
None,276.8,0,0,90,drizzle,240
None,283.61,0,0,90,overcast clouds,3301
None,273.02,0,0,90,mist,400
None,288.47,0,0,75,broken clouds,2498
None,277.96,0,0,90,overcast clouds,278
None,292.46,0,0,20,few clouds,4956
None,277.58,0,0,75,broken clouds,4537
None,273.15,0,0,75,mist,388
None,289.68,0.25,0,90,light rain,4737
None,294.94,0,0,90,light rain,2761
None,276.44,0,0,20,few clouds,5387
None,259.75,0,0,90,light snow,610
None,300.79,0.25,0,1,light rain,5418
None,285.22,0,0,75,broken clouds,1222
None,281.79,0,0,1,sky is clear,4080
None,287.28,0,0,40,scattered clouds,419
None,302.94,0,0,1,sky is clear,6024
None,294.13,0,0,1,sky is clear,4797
None,287.56,0.89,0,92,light rain,6529
None,299.04,0,0,75,haze,3456
None,276.2,0,0,20,few clouds,1052
None,268.27,0,0,5,sky is clear,4627
None,263.48,0,0,1,sky is clear,6321
None,268.42,0,0,90,fog,707
None,295.13,0,0,40,scattered clouds,5015
None,276.08,0,0,90,light rain,5933
None,260.54,0,0,64,broken clouds,300
None,258.37,0,0,64,haze,5630
None,289.8,0,0,1,sky is clear,835
None,277.36,0,0,40,scattered clouds,3267
None,270.29,0,0,40,light snow,2830
None,293.54,3.54,0,90,proximity thunderstorm,452
None,292.5,0,0,1,sky is clear,6744
None,260.22,0,0,75,broken clouds,5837
None,289.3,0.25,0,92,light rain,6055
None,289.29,0,0,40,scattered clouds,2734
None,289.88,0,0,1,sky is clear,713
None,295.28,0,0,90,mist,4677
None,300.54,0,0,1,sky is clear,4549
None,260.65,0,0,90,haze,4520
None,275.22,0.25,0,20,light rain,762
None,302.23,0,0,1,sky is clear,3978
None,301.5,0,0,1,sky is clear,3923
None,287.62,0,0,1,sky is clear,6168
None,293.79,0,0,1,sky is clear,5077
None,267.45,0,0,75,mist,4938
None,294.21,0,0,0,light rain,626
None,289.23,0,0,8,sky is clear,683
None,295.57,0,0,90,proximity thunderstorm,4828
None,292.3,0,0,20,few clouds,1129
None,275.29,0,0,90,proximity thunderstorm,4593
None,272.29,0,0,90,snow,5301
None,287.87,0.25,0,56,light rain,942
None,272.56,0,0,1,fog,886
None,296.9,0,0,1,sky is clear,3338
None,281.07,0,0,75,broken clouds,1222
None,296.89,0,0,40,proximity thunderstorm,255
None,280.22,0,0,90,overcast clouds,4035
None,291.89,0,0,64,broken clouds,2174
None,278.15,0,0,1,sky is clear,4693
None,273.88,0,0,90,heavy snow,380
None,253.5,0,0,5,sky is clear,836
None,298.62,0,0,5,sky is clear,2711
None,295.22,0,0,40,moderate rain,4740
None,297.56,0,0,0,Sky is Clear,1581
None,291.29,0,0,90,overcast clouds,4806
None,289.02,0,0,90,mist,3773
None,265.01,0,0,75,broken clouds,5341
None,248.13,0,0,1,sky is clear,212
None,288.37,0,0,20,few clouds,2663
None,300.56,0,0,1,sky is clear,3344
None,287.95,0,0,90,moderate rain,5842
None,294.21,0,0,40,scattered clouds,5235
None,296.24,0,0,1,sky is clear,4937
None,297.71,0,0,90,overcast clouds,3828
None,292.72,0,0,1,mist,1414
None,264.96,0,0,64,mist,1685
None,290.19,0.25,0,90,mist,4423
None,281.66,0,0,1,sky is clear,3632
None,290.75,0,0,1,mist,923
None,262.94,0,0,90,light snow,2785
None,286.57,0,0,90,proximity thunderstorm,5043
None,262.44,0,0,90,light snow,1839
None,269.84,0,0,1,sky is clear,1007
None,294.73,0,0,1,sky is clear,5476
None,300.15,0,0,64,broken clouds,4824
None,265.65,0,0,90,overcast clouds,1204
None,298.19,0,0,1,sky is clear,1990
None,283.99,0,0,40,scattered clouds,292
None,272.95,0,0,90,fog,2911
None,251.14,0,0,1,sky is clear,554
None,303.93,0,0,0,Sky is Clear,4057
None,294.41,0,0,0,Sky is Clear,4695
None,248.26,0,0,1,sky is clear,5506
None,267.35,0,0,1,sky is clear,5526
None,297.888,0,0,0,Sky is Clear,4114
None,263.92,1.78,0,90,moderate rain,2893
None,273.58,0,0,90,mist,2524
None,272.73,0,0,90,mist,340
None,282.25,0,0,90,overcast clouds,4830
None,280.41,0,0,1,sky is clear,390
None,298.27,0,0,1,sky is clear,4550
None,292.36,0,0,20,few clouds,5955
None,294.44,0,0,75,mist,979
None,292.94,0,0,1,thunderstorm with heavy rain,250
None,270.53,0,0,1,sky is clear,2952
None,291.43,0,0,76,broken clouds,1930
None,299.98,0,0,75,broken clouds,5312
None,285.63,0,0,1,sky is clear,5629
None,275.95,0,0,75,haze,5315
None,290.88,0,0,40,scattered clouds,4424
None,263.71,2.03,0,1,moderate rain,3754
None,257.14,0,0,75,broken clouds,5104
None,283.9,0,0,90,overcast clouds,6552
None,258.67,0,0,1,sky is clear,3475
None,299.88,0,0,90,overcast clouds,4677
None,279.35,0,0,1,sky is clear,5484
None,292.84,1.78,0,90,proximity thunderstorm,1752
None,264.51,0,0,64,snow,2563
None,282.08,0,0,40,scattered clouds,4223
None,294.39,0,0,1,sky is clear,1277
None,278.41,0,0,75,broken clouds,6120
None,279.46,0,0,75,thunderstorm with light rain,977
None,275.89,0,0,64,broken clouds,585
None,303.07,0,0,40,scattered clouds,4329
None,276.58,0,0,90,moderate rain,4958
None,284.41,0,0,1,sky is clear,5090
None,275.1,0,0,90,overcast clouds,3946
None,297.88,0,0,5,sky is clear,6102
None,262.53,0,0,1,sky is clear,3505
None,296.66,0,0,1,light rain,320
None,266.95,0,0,75,light snow,4936
None,265.36,0,0,1,sky is clear,2206
None,297.88,0,0,20,few clouds,4348
None,280.2,1.21,0,76,moderate rain,1236
None,275.13,0,0,90,overcast clouds,6587
None,290.79,10.92,0,90,mist,356
None,296.58,0,0,75,broken clouds,6757
None,256.19,0,0,64,broken clouds,4178
None,285.88,0,0,75,light rain,4779
None,290.62,0,0,1,mist,1499
None,290.95,0,0,0,fog,5477
None,295.22,0,0,75,mist,4371
None,291,0,0,90,moderate rain,480
None,291.64,0,0,64,heavy intensity rain,666
None,301.53,0,0,1,sky is clear,4009
None,283.47,0,0,1,sky is clear,3197
None,266.41,0,0,90,heavy snow,1550
None,259.85,0,0,1,sky is clear,5067
None,261.78,0,0,40,scattered clouds,430
None,258.38,0.51,0,64,heavy snow,3567
None,291.85,2.41,0,90,thunderstorm with heavy rain,4971
None,265.44,0,0,90,overcast clouds,440
None,270.06,0,0,1,sky is clear,1349
None,283.94,0,0,90,light rain,3108
None,290.75,0,0,90,mist,4792
None,275.34,0,0,90,mist,3932
None,304.18,0,0,40,scattered clouds,5603
None,296.7,0,0,1,sky is clear,4785
None,270.32,0,0,90,fog,4304
None,275.72,0,0,20,few clouds,4490
None,292.22,0,0,1,sky is clear,6653
None,258.87,0,0,1,sky is clear,2608
None,270.27,0,0,40,scattered clouds,3356
None,261.88,0,0,1,haze,235
None,289.58,0,0,1,drizzle,5655
None,283.47,0,0,1,sky is clear,321
None,280.77,0,0,40,scattered clouds,4366
None,291.5,0,0,1,mist,423
None,287.08,0,0,75,broken clouds,2857
None,295.16,0,0,40,scattered clouds,4772
None,285.885,0,0,76,light rain,4230
None,290.77,4.15,0,90,fog,4517
None,268,0,0,90,overcast clouds,6928
None,268.34,0,0,64,mist,3440
None,299.51,0,0,8,sky is clear,2794
None,296.29,0,0,1,sky is clear,4432
None,283.83,0,0,1,sky is clear,5528
None,272.15,0,0,90,fog,3822
None,301.96,0,0,75,heavy intensity rain,3843
None,291.252,0,0,56,broken clouds,1567
None,301.68,0,0,20,few clouds,5345
None,294.46,0,0,1,mist,2019
None,295.53,0,0,92,light rain,5142
None,265.1,0,0,1,sky is clear,6792
None,272.58,0,0,1,sky is clear,1008
None,295.65,0,0,75,broken clouds,3427
None,284.29,0,0,1,sky is clear,2038
None,279.75,0,0,1,sky is clear,6561
None,283.8,0,0,20,few clouds,5736
None,284.61,0,0,1,sky is clear,4378
None,301.19,0,0,40,scattered clouds,3880
None,295.29,0,0,90,light rain,2937
None,251.77,0,0,83,broken clouds,4909
None,287.64,0,0,1,sky is clear,1211
None,258.34,0,0,40,scattered clouds,346
None,281.02,0,0,85,mist,810
None,273.55,0,0,90,overcast clouds,4771
None,289.22,0,0,90,overcast clouds,5029
None,265.01,0,0,1,mist,1203
None,295.87,0,0,90,overcast clouds,664
None,284.86,0,0,1,sky is clear,2963
None,288.22,0,0,88,overcast clouds,2926
None,267.78,0,0,1,sky is clear,3124
None,265.99,0,0,1,sky is clear,5147
None,273.23,0,0,90,light snow,5213
None,285.41,0,0,1,sky is clear,2935
None,300.75,0,0,40,scattered clouds,4855
None,289.88,1.35,0,90,light intensity drizzle,905
None,275.49,0,0,90,light rain,3590
None,285.55,0,0,90,light intensity drizzle,4062
None,270.37,0,0,0,sky is clear,887
None,273.84,0,0,90,mist,6696
None,249.53,0,0,5,sky is clear,4160
None,266.99,0,0,64,broken clouds,5775
None,285.78,0,0,90,overcast clouds,2981
None,272.32,0,0,90,overcast clouds,341
None,288.08,0.6,0,1,mist,452
None,290.82,0,0,1,sky is clear,1621
None,292.65,1.11,0,92,moderate rain,2508
None,286.05,0.3,0,1,mist,425
None,253.48,0,0,1,sky is clear,789
None,291.52,1.49,0,90,proximity thunderstorm,816
None,260.02,0,0,1,sky is clear,3925
None,256.92,0,0,90,overcast clouds,3551
None,273.9,0,0,90,mist,1460
None,273.94,0,0,90,overcast clouds,5117
None,297.57,0,0,75,broken clouds,4263
None,254.53,0,0,1,sky is clear,3845
None,295.19,0,0,88,overcast clouds,4800
None,303.68,0,0,75,broken clouds,4192
None,293.68,0.25,0,90,moderate rain,3050
None,282.78,0,0,90,overcast clouds,396
None,280.78,0,0,90,light intensity drizzle,3798
None,293.98,0,0,76,moderate rain,4785
None,288.81,0,0,90,mist,5801
None,249.77,0,0,1,sky is clear,3522
None,273.9,0,0,90,drizzle,1460
None,297.68,0,0,20,few clouds,284
None,275.08,0,0,1,sky is clear,3515
None,271.86,0,0,90,heavy snow,3745
None,292.08,0,0,90,thunderstorm with heavy rain,6136
None,289.51,0,0,90,moderate rain,1720
None,296.03,0,0,0,Sky is Clear,6599
None,303.38,0,0,0,Sky is Clear,6750
None,262.79,0,0,89,overcast clouds,3104
None,288.66,0,0,20,few clouds,6587
None,274.93,0,0,5,sky is clear,5413
None,284.21,0,0,75,broken clouds,4577
None,271.41,0,0,90,overcast clouds,5890
None,294.22,0,0,40,scattered clouds,293
None,276.15,0,0,90,light rain,3720
None,292.15,0,0,90,moderate rain,4621
None,269.44,0,0,1,sky is clear,775
None,290.16,0,0,0,Sky is Clear,1228
None,272.75,0,0,75,broken clouds,453
None,272.82,0,0,90,overcast clouds,5589
None,271.163,0,0,92,overcast clouds,936
None,291.41,0,0,90,mist,320
