holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,day_time,traffic_volume,random
None,273.21,0,0,90,drizzle,Monday 23:00,927,14941
None,263.31,0,0,90,heavy snow,Wednesday 18:00,3756,29513
None,280.36,0,0,1,sky is clear,Wednesday 22:00,1672,26852
None,274.19,0,0,90,light rain,Sunday 6:00,704,23475
None,294.36,0,0,1,light rain,Saturday 11:00,4074,19584
None,273.77,0,0,90,heavy snow,Thursday 20:00,2909,29892
None,272.4,0,0,90,heavy snow,Saturday 11:00,4619,17896
None,294.99,0,0,8,sky is clear,Tuesday 21:00,2705,7864
None,285.62,0,0,1,sky is clear,Sunday 22:00,1695,10608
None,268.85,0,0,90,heavy snow,Tuesday 7:00,3865,9598
None,285.01,0,0,1,sky is clear,Wednesday 5:00,3014,37322
None,259.04,0,0,40,scattered clouds,Tuesday 17:00,4913,40352
None,291.36,0,0,24,moderate rain,Monday 3:00,401,5333
None,279.22,0,0,90,moderate rain,Wednesday 4:00,876,12585
None,293.96,0,0,1,sky is clear,Thursday 0:00,7,46948
None,251.15,0,0,1,sky is clear,Wednesday 0:00,499,24857
None,286.68,0,0,40,scattered clouds,Monday 15:00,5473,11014
None,275.15,0,0,90,moderate rain,Thursday 20:00,3145,46878
None,273.58,0,0,90,heavy snow,Friday 20:00,3085,31102
None,287.59,0,0,64,broken clouds,Tuesday 7:00,6199,47954
None,271.7,0,0,40,scattered clouds,Monday 8:00,6195,5773
None,297.9,0,0,40,scattered clouds,Tuesday 15:00,5703,205
None,280.14,0,0,40,scattered clouds,Tuesday 14:00,5136,820
None,299.08,0,0,0,Sky is Clear,Thursday 16:00,6456,21491
None,251.99,0,0,5,sky is clear,Tuesday 11:00,4288,35409
None,248.51,0,0,1,haze,Monday 3:00,284,17604
None,290.95,0,0,0,fog,Monday 6:00,5477,25278
None,291.74,0,0,0,Sky is Clear,Tuesday 3:00,370,29332
None,286.4,0,0,90,light rain,Wednesday 18:00,4442,41543
None,299,0,0,1,sky is clear,Saturday 10:00,3855,43631
None,290.06,0,0,40,scattered clouds,Friday 16:00,6262,26336
None,272.52,0,0,90,overcast clouds,Friday 13:00,5248,30886
None,291.29,0,0,5,sky is clear,Saturday 20:00,3389,24595
None,268.35,0,0,90,heavy snow,Wednesday 2:00,278,41887
None,284.08,0,0,75,moderate rain,Tuesday 2:00,233,30377
None,295.96,0,0,1,haze,Monday 23:00,1122,6881
None,273.89,0,0,90,fog,Tuesday 18:00,4641,33394
None,292.53,0,0,90,drizzle,Thursday 5:00,2950,33571
None,265.73,0,0,1,sky is clear,Tuesday 23:00,995,9029
None,278.16,0,0,20,few clouds,Wednesday 18:00,4606,13886
None,262.87,0,0,64,light snow,Sunday 17:00,3273,14513
None,283.43,0,0,1,sky is clear,Tuesday 1:00,341,29351
None,271.56,0,0,1,sky is clear,Saturday 15:00,4387,19991
None,292.54,0,0,75,broken clouds,Wednesday 2:00,352,3492
None,271.3,0,0,64,snow,Wednesday 14:00,4007,27609
None,266.29,0,0,1,sky is clear,Saturday 9:00,3177,33430
None,267.16,0,0,90,overcast clouds,Friday 22:00,2203,27401
None,276.02,0,0,1,sky is clear,Saturday 5:00,641,13458
None,285.43,0,0,90,mist,Saturday 6:00,1356,20773
None,301.2,0,0,1,sky is clear,Tuesday 14:00,5351,40231
None,265.84,0,0,40,scattered clouds,Sunday 4:00,299,42811
None,291.89,0,0,1,sky is clear,Tuesday 3:00,355,6948
None,291.51,0,0,20,few clouds,Tuesday 10:00,4592,6766
None,291.99,0,0,75,mist,Wednesday 5:00,3151,17157
None,257.15,0,0,5,sky is clear,Thursday 9:00,5121,35409
None,284.39,0,0,1,sky is clear,Thursday 0:00,656,15199
None,278.49,0,0,1,sky is clear,Sunday 8:00,2202,25771
None,276.55,0,0,90,mist,Sunday 22:00,2350,9852
None,272.21,0,0,90,light snow,Tuesday 14:00,4958,12895
None,287.59,0,0,1,sky is clear,Thursday 2:00,282,28087
None,266.58,0,0,90,haze,Wednesday 15:00,5758,30189
None,279.15,0,0,40,mist,Tuesday 10:00,4183,34363
None,283.47,0,0,80,broken clouds,Monday 5:00,2830,2396
None,294.16,5.59,0,1,mist,Monday 16:00,6006,11254
None,292.92,0.38,0,40,light rain,Friday 22:00,3397,31314
None,266.37,0,0,1,sky is clear,Tuesday 5:00,2008,36353
None,265.9,0,0,90,overcast clouds,Sunday 19:00,2826,22279
None,252.09,0,0,1,sky is clear,Saturday 20:00,3429,17776
None,292.15,0,0,90,drizzle,Wednesday 17:00,5982,7701
None,293.931,0,0,8,sky is clear,Friday 20:00,2935,43869
None,292.1,0,0,1,mist,Tuesday 1:00,392,12181
None,293.31,0,0,88,overcast clouds,Monday 12:00,4917,17371
None,273.79,0,0,90,overcast clouds,Tuesday 7:00,6622,23371
None,277.68,0,0,40,scattered clouds,Monday 15:00,5389,35903
None,288.75,0,0,40,scattered clouds,Sunday 0:00,1516,9361
None,297.888,0,0,0,Sky is Clear,Monday 21:00,2435,36034
None,250.15,0,0,1,sky is clear,Tuesday 4:00,480,33970
None,300.51,0.25,0,40,light rain,Saturday 14:00,5056,38050
None,280.53,0,0,40,scattered clouds,Thursday 6:00,6054,20285
None,277.01,0,0,75,broken clouds,Tuesday 21:00,3418,23029
None,287.37,0,0,5,sky is clear,Tuesday 20:00,2836,10469
None,268.26,0,0,90,mist,Tuesday 20:00,2855,26394
None,292.52,0,0,40,scattered clouds,Thursday 16:00,6736,47941
None,270.88,0,0,1,sky is clear,Tuesday 21:00,2265,17410
None,264.17,0,0,64,light snow,Friday 2:00,364,1127
None,293.11,12.45,0,90,heavy intensity rain,Tuesday 11:00,4549,46061
None,275.02,0,0,90,light rain,Wednesday 0:00,499,20443
None,272.75,0,0,90,heavy snow,Friday 10:00,4513,24248
None,281.821,0,0,12,few clouds,Wednesday 17:00,5674,7034
None,289.64,0,0,1,sky is clear,Wednesday 3:00,341,23059
None,291.48,0,0,90,light rain,Wednesday 1:00,406,31707
None,281.01,0,0,90,light rain,Monday 20:00,2063,47579
None,294.37,0,0,40,scattered clouds,Friday 14:00,4974,39987
None,264.82,0,0,90,overcast clouds,Tuesday 13:00,4801,43777
None,290.15,0,0,1,sky is clear,Sunday 1:00,931,26851
None,290.22,0,0,90,mist,Wednesday 7:00,5320,40668
None,291.29,0,0,90,haze,Sunday 0:00,2169,39031
None,281.07,0,0,1,sky is clear,Thursday 6:00,5982,8464
None,294.57,0,0,75,haze,Sunday 23:00,868,46805
None,289.71,0,0,1,mist,Tuesday 3:00,414,44233
None,289.67,0,0,1,fog,Friday 0:00,648,31165
None,289.89,0,0,92,moderate rain,Thursday 17:00,5934,14634
None,278.58,0,0,64,broken clouds,Thursday 19:00,3525,38490
None,290.02,0,0,90,light intensity drizzle,Monday 20:00,2681,43548
None,286.82,1.02,0,92,mist,Friday 23:00,1845,42083
None,274.44,0,0,64,mist,Tuesday 3:00,340,16772
None,271.94,0,0,90,overcast clouds,Thursday 11:00,4818,24025
None,282.82,0,0,90,overcast clouds,Thursday 15:00,6134,11964
None,293.77,0,0,75,broken clouds,Wednesday 10:00,4450,16775
None,297.2,0,0,1,sky is clear,Tuesday 11:00,4590,10499
None,281.08,0,0,40,scattered clouds,Tuesday 20:00,2912,32330
None,288.36,0.38,0,75,moderate rain,Friday 13:00,5007,43016
None,266.88,0,0,90,overcast clouds,Thursday 20:00,2998,37662
None,291.55,0,0,1,mist,Thursday 7:00,6494,10676
None,269.88,0,0,1,sky is clear,Friday 13:00,5665,8052
None,293.82,0.25,0,1,light rain,Sunday 18:00,4456,34963
None,292.75,0,0,40,scattered clouds,Monday 19:00,3203,26560
None,288.01,0,0,1,fog,Wednesday 5:00,3104,30193
None,295.51,0,0,90,light rain,Monday 9:00,4247,32478
None,271.52,0,0,1,sky is clear,Tuesday 23:00,939,46692
None,275.75,0,0,90,drizzle,Saturday 22:00,2489,43848
None,272.36,0,0,90,light snow,Thursday 10:00,4198,37969
None,293.83,0,0,24,few clouds,Saturday 14:00,4483,20679
None,295.28,0,0,75,moderate rain,Thursday 10:00,4492,2486
None,288.88,0,0,1,sky is clear,Wednesday 22:00,1836,13073
None,289.17,0,0,0,Sky is Clear,Monday 5:00,2739,33595
None,289.288,0,0,36,light rain,Thursday 16:00,6864,15967
None,284.47,0,0,90,drizzle,Wednesday 18:00,4506,5286
None,287.05,0,0,90,light intensity drizzle,Monday 12:00,4895,24600
None,278.98,0,0,48,scattered clouds,Monday 8:00,5980,43332
None,287.1,0,0,1,sky is clear,Tuesday 18:00,4563,21641
None,270.44,0,0,90,overcast clouds,Wednesday 22:00,1527,16822
None,290.82,0.64,0,90,light intensity drizzle,Friday 15:00,5406,23757
None,272.22,0,0,1,sky is clear,Friday 3:00,339,21623
None,292.49,0,0,36,scattered clouds,Monday 20:00,2608,24817
None,255.69,0,0,20,light snow,Tuesday 8:00,5489,255
None,265.8,0,0,75,broken clouds,Sunday 22:00,1482,21231
None,275.64,0,0,90,overcast clouds,Monday 12:00,4636,26575
None,293.43,0,0,75,light rain,Sunday 10:00,3325,37622
None,266.09,0,0,40,scattered clouds,Thursday 21:00,2951,32639
None,270.51,0,0,1,sky is clear,Saturday 5:00,978,5108
None,259.65,0,0,90,overcast clouds,Tuesday 4:00,823,4282
None,271.22,0,0,75,light snow,Saturday 10:00,4476,45333
None,291.04,0,0,90,mist,Sunday 16:00,4502,23157
None,292.83,0,0,0,mist,Friday 7:00,6603,46480
None,264.16,0,0,64,mist,Wednesday 9:00,1174,38453
None,267.57,0,0,90,heavy snow,Sunday 4:00,199,31266
None,275.84,0,0,90,light rain,Friday 8:00,5803,45260
None,281.01,0,0,1,sky is clear,Monday 23:00,931,42534
None,270.36,0.51,0,90,light rain,Friday 8:00,3305,29964
None,278.48,0,0,40,scattered clouds,Tuesday 14:00,5065,14755
None,277.68,0,0,90,moderate rain,Sunday 23:00,2100,7183
None,292.04,0,0,1,sky is clear,Friday 1:00,451,31077
None,282.737,0,0,0,Sky is Clear,Tuesday 23:00,996,19216
None,263.22,0,0,1,sky is clear,Wednesday 5:00,2761,38669
None,279.261,0,0,48,scattered clouds,Sunday 0:00,1289,23058
None,284.71,0,0,75,broken clouds,Tuesday 3:00,313,18838
None,270.2,0.25,0,64,light rain,Tuesday 9:00,5403,19170
None,290,0,0,1,mist,Saturday 4:00,387,15952
None,286.3,0,0,90,overcast clouds,Tuesday 17:00,6312,454
None,285.39,0.25,0,92,light rain,Friday 2:00,343,22777
None,292.79,0,0,40,scattered clouds,Tuesday 15:00,5746,15077
None,296.22,0,0,90,overcast clouds,Monday 0:00,621,1280
None,289.44,1.02,0,40,moderate rain,Wednesday 21:00,2532,23764
None,288.53,0.38,0,90,light rain,Tuesday 11:00,4593,16266
None,275.95,0,0,90,mist,Saturday 14:00,5658,27331
None,263.09,0,0,90,overcast clouds,Saturday 14:00,4494,27674
None,294.96,0.3,0,1,light rain,Sunday 8:00,1449,3638
None,269.08,0,0,90,mist,Thursday 7:00,5702,23598
None,285.6,0,0,1,smoke,Saturday 8:00,3139,17731
None,266.73,0,0,1,sky is clear,Friday 7:00,5540,6028
None,291.796,0,0,0,Sky is Clear,Thursday 9:00,5289,16219
None,285.83,0,0,1,sky is clear,Monday 18:00,4188,40519
None,276.36,0,0,1,sky is clear,Saturday 18:00,4530,47879
None,296.83,1.27,0,75,mist,Wednesday 2:00,325,20324
None,288.36,0,0,90,fog,Tuesday 2:00,244,2098
None,261.56,0,0,1,sky is clear,Monday 18:00,4263,1057
None,286.46,0,0,75,broken clouds,Thursday 7:00,6476,13241
None,297.83,0,0,1,sky is clear,Monday 18:00,4317,11232
None,274.41,0,0,90,overcast clouds,Saturday 18:00,4434,9790
None,276.41,0,0,1,sky is clear,Friday 10:00,4845,7405
None,258.68,0,0,5,sky is clear,Thursday 21:00,2081,30718
None,272.85,0,0,90,mist,Monday 14:00,4799,40874
None,299.61,0,0,20,few clouds,Saturday 17:00,4462,43284
None,298.34,0,0,1,sky is clear,Friday 17:00,2802,21583
None,271.32,0,0,90,mist,Sunday 3:00,350,6223
None,271.94,0,0,1,mist,Wednesday 5:00,2843,47498
None,270.22,0,0,90,light rain,Saturday 11:00,2153,25620
None,291.79,0,0,75,mist,Sunday 6:00,1033,11659
None,282.95,0,0,90,light rain,Sunday 6:00,955,10258
None,277.89,0.96,0,20,light rain,Friday 18:00,4103,39623
None,272.89,0,0,1,haze,Wednesday 23:00,968,26594
None,274.38,0,0,90,overcast clouds,Saturday 4:00,371,37434
None,289.15,0,0,75,broken clouds,Tuesday 13:00,4782,16136
None,279.29,0,0,90,overcast clouds,Wednesday 20:00,3156,29441
None,290.47,0,0,90,overcast clouds,Tuesday 1:00,410,16776
None,301.86,0,0,0,Sky is Clear,Saturday 13:00,4514,28434
None,276.35,0,0,90,mist,Saturday 11:00,4595,23564
None,269.49,0,0,90,overcast clouds,Thursday 23:00,1244,29996
None,287.741,0,0,0,Sky is Clear,Wednesday 4:00,923,24808
None,281.738,0,0,56,broken clouds,Friday 19:00,3892,22988
None,285.42,0,0,75,broken clouds,Tuesday 22:00,1538,2818
None,287.78,0,0,1,sky is clear,Thursday 1:00,404,11462
None,268.13,0,0,90,overcast clouds,Monday 0:00,497,1421
None,296.36,0,0,75,broken clouds,Wednesday 18:00,4893,41750
None,287.94,0,0,1,sky is clear,Saturday 23:00,2432,682
None,271.06,0,0,64,fog,Saturday 0:00,951,6
None,258.96,0,0,64,broken clouds,Friday 3:00,319,25650
None,249,0,0,1,sky is clear,Thursday 5:00,2643,27260
None,290.53,0,0,1,mist,Tuesday 8:00,5354,5467
None,291.94,0,0,1,mist,Saturday 2:00,665,17690
None,252.01,0,0,75,broken clouds,Wednesday 8:00,5674,9728
None,302.94,0,0,1,sky is clear,Thursday 17:00,6024,25148
None,277.08,0,0,90,overcast clouds,Wednesday 20:00,2594,2570
None,294.89,0.25,0,92,light rain,Monday 2:00,350,45312
None,286.79,0,0,90,moderate rain,Thursday 10:00,4365,34720
None,295.38,0,0,40,thunderstorm with rain,Wednesday 6:00,5416,26321
None,291.56,0.51,0,90,light intensity drizzle,Wednesday 7:00,6668,11918
None,284.04,0,0,0,Sky is Clear,Tuesday 4:00,819,29719
None,256.35,0,0,90,light snow,Monday 3:00,349,36090
None,295.04,0,0,1,sky is clear,Tuesday 12:00,5053,44233
None,283.29,0,0,90,drizzle,Sunday 14:00,4573,33859
None,265.14,0,0,1,sky is clear,Wednesday 7:00,6158,1680
None,281.04,0,0,90,proximity shower rain,Friday 14:00,5563,35155
None,280.28,0,0,75,broken clouds,Sunday 5:00,447,33350
None,280.89,0,0,90,overcast clouds,Friday 16:00,6350,16355
None,291.03,1.27,0,75,proximity thunderstorm,Saturday 15:00,4143,40649
None,278.58,0,0,90,overcast clouds,Sunday 19:00,3230,13439
None,253.22,0,0,1,light snow,Sunday 9:00,2495,40156
None,297.08,0,0,76,broken clouds,Sunday 2:00,772,33580
None,286.63,0,0,1,sky is clear,Sunday 9:00,3364,338
None,300.78,0,0,36,scattered clouds,Saturday 13:00,3485,23368
None,287.08,0,0,75,broken clouds,Sunday 21:00,2857,25309
None,292.72,2.88,0,90,mist,Friday 15:00,5879,36033
None,271.35,0,0,75,broken clouds,Thursday 2:00,284,45183
None,285.45,0.76,0,90,mist,Tuesday 8:00,6182,18336
None,271.08,0,0,90,overcast clouds,Sunday 12:00,4264,16353
None,286.79,0,0,1,sky is clear,Saturday 22:00,3013,21122
None,297.53,0,0,1,sky is clear,Tuesday 20:00,3353,39502
None,274.55,0,0,1,light snow,Friday 7:00,6558,36098
None,288.35,0,0,90,drizzle,Monday 8:00,6299,19525
None,265.54,0,0,1,sky is clear,Sunday 10:00,3593,3951
None,294.04,0.25,0,75,moderate rain,Friday 6:00,5200,9966
None,297.27,3.3,0,75,moderate rain,Thursday 0:00,530,19574
None,258.95,0,0,1,sky is clear,Wednesday 17:00,6153,11622
None,295.37,0,0,40,scattered clouds,Tuesday 19:00,3448,6956
None,285.73,0,0,90,moderate rain,Tuesday 19:00,3448,35908
None,276.411,0,0,0,Sky is Clear,Friday 10:00,4841,39683
None,273.96,0,0,64,mist,Thursday 4:00,772,29098
None,285.09,0,0,1,sky is clear,Friday 1:00,417,39480
None,282.75,0,0,5,sky is clear,Thursday 17:00,6368,22952
None,288.23,0,0,90,moderate rain,Wednesday 10:00,4458,41504
None,303.6,0,0,8,sky is clear,Saturday 15:00,4378,43671
None,299.589,0,0,12,moderate rain,Saturday 20:00,3341,2681
None,270.22,0,0,75,haze,Monday 3:00,332,47052
None,274.48,0,0,90,mist,Saturday 12:00,3367,6706
None,284.6,0,0,40,moderate rain,Wednesday 22:00,1798,27850
None,247.8,0,0,1,sky is clear,Tuesday 4:00,784,38616
None,283.84,0,0,40,scattered clouds,Tuesday 16:00,6694,31140
None,271,0,0,90,haze,Wednesday 11:00,4691,30329
None,294.63,0,0,1,sky is clear,Friday 2:00,364,41750
None,275.75,0,0,90,mist,Saturday 17:00,4268,24603
None,281.9,0,0,40,light intensity drizzle,Wednesday 23:00,992,47614
None,282.78,0,0,1,sky is clear,Wednesday 3:00,342,5328
None,257.66,0,0,90,heavy snow,Monday 19:00,2545,5454
None,292.6,0,0,90,overcast clouds,Sunday 15:00,4529,4710
None,290.83,0.51,0,90,light intensity drizzle,Saturday 16:00,3941,24287
None,266.49,0,0,20,few clouds,Tuesday 13:00,4766,10562
None,273.68,0,0,90,mist,Friday 22:00,2518,29404
None,290.58,0,0,1,sky is clear,Tuesday 16:00,6290,2919
None,273.08,0,0,90,haze,Tuesday 12:00,4791,32862
None,285.86,0,0,40,proximity thunderstorm,Tuesday 22:00,2839,14025
None,278.07,1.69,0,90,mist,Friday 8:00,5340,489
None,289.51,0,0,48,scattered clouds,Thursday 8:00,6276,27546
None,290.53,0,0,40,mist,Wednesday 3:00,341,547
None,276.21,0,0,90,moderate rain,Sunday 2:00,590,33301
None,286.82,0,0,90,fog,Wednesday 11:00,4720,12588
None,303.82,0,0,1,sky is clear,Sunday 18:00,4331,7602
None,280.72,0,0,90,overcast clouds,Saturday 9:00,4239,2526
None,299.06,0,0,1,sky is clear,Tuesday 13:00,4875,5840
None,292.61,0,0,8,sky is clear,Wednesday 23:00,1418,38350
None,265.02,0,0,90,light snow,Sunday 23:00,930,1587
None,292.399,0,0,0,Sky is Clear,Friday 15:00,5686,13818
None,299.72,0,0,90,proximity shower rain,Wednesday 15:00,6265,37831
None,295.08,0,0,90,mist,Wednesday 9:00,5034,47528
None,298.16,0,0,40,scattered clouds,Monday 21:00,2804,17603
None,267.64,0,0,1,sky is clear,Thursday 8:00,6410,10204
None,273.65,0,0,90,light snow,Sunday 10:00,3609,26913
None,278.75,0,0,90,light rain,Wednesday 8:00,6377,3846
None,266.27,0,0,1,sky is clear,Saturday 6:00,1381,23074
None,275.08,0,0,90,overcast clouds,Sunday 6:00,710,15358
None,291.03,0,0,90,overcast clouds,Thursday 6:00,5269,8732
None,271.68,0,0,20,few clouds,Sunday 16:00,4679,18132
None,276.42,0,0,90,heavy intensity drizzle,Thursday 23:00,1354,29136
None,291,0,0,90,thunderstorm with heavy rain,Monday 21:00,1958,28701
None,276.78,0,0,1,sky is clear,Friday 10:00,4623,8105
None,274.01,0,0,90,mist,Tuesday 8:00,5556,22392
None,266.46,0,0,90,light snow,Monday 16:00,3798,27993
None,277.02,0,0,90,haze,Thursday 5:00,2683,32137
None,269.81,0,0,40,scattered clouds,Sunday 18:00,3635,25772
None,282.78,0,0,90,mist,Wednesday 5:00,2867,32938
None,294.36,0,0,1,light intensity drizzle,Saturday 11:00,4074,14838
None,294.36,0,0,32,scattered clouds,Friday 1:00,497,34814
None,288.8,4.89,0,90,heavy intensity rain,Monday 2:00,260,27692
None,282.49,0,0,1,sky is clear,Thursday 21:00,4061,11543
None,286.22,0,0,90,drizzle,Monday 11:00,4349,36655
None,275.22,0,0,90,mist,Wednesday 11:00,4623,30499
None,272.08,0,0,90,overcast clouds,Saturday 12:00,5009,27244
None,277.69,0,0,1,sky is clear,Sunday 6:00,868,47416
None,279.74,0,0,90,light intensity drizzle,Friday 12:00,5454,27944
None,291.99,0,0,1,sky is clear,Thursday 13:00,4903,28808
None,302.41,0,0,40,scattered clouds,Sunday 16:00,4471,13499
None,295.97,1.02,0,75,thunderstorm,Monday 22:00,1690,42528
None,288.818,0,0,0,Sky is Clear,Saturday 12:00,4130,21752
None,281.95,0,0,40,scattered clouds,Monday 12:00,4818,25565
None,279.61,0,0,90,mist,Tuesday 14:00,5129,13669
None,272.65,0,0,75,broken clouds,Wednesday 17:00,6599,7988
None,284.8,1.19,0,90,light intensity drizzle,Tuesday 0:00,525,13699
None,270.94,0,0,1,sky is clear,Wednesday 19:00,3400,37527
None,271.91,0,0,64,broken clouds,Sunday 17:00,4412,28808
None,295.8,0,0,1,sky is clear,Sunday 17:00,4540,17169
None,283.38,0,0,90,overcast clouds,Monday 3:00,355,46788
None,268.82,0,0,90,haze,Friday 11:00,5409,19885
None,291.96,0,0,1,sky is clear,Thursday 9:00,4710,37059
None,290.02,0,0,1,sky is clear,Tuesday 18:00,4546,33316
None,291.44,0.51,0,90,light intensity drizzle,Friday 15:00,5723,3278
None,288.86,0.25,0,92,light rain,Wednesday 10:00,4423,8783
None,291.616,0,0,88,light rain,Thursday 2:00,334,4562
None,288.94,0,0,40,scattered clouds,Wednesday 12:00,4969,30563
None,277.81,0,0,5,sky is clear,Thursday 13:00,3049,42713
None,274.02,0,0,90,light snow,Friday 16:00,4524,19972
None,298.44,0,0,1,haze,Saturday 11:00,3011,38142
None,288.21,0,0,1,sky is clear,Saturday 5:00,745,29194
None,279.09,0,0,90,light rain,Saturday 18:00,4350,9219
None,296.26,0,0,24,few clouds,Wednesday 0:00,779,40862
None,283.02,0,0,20,few clouds,Friday 22:00,2176,546
None,287.13,0,0,75,broken clouds,Saturday 1:00,940,13983
None,293.66,1.02,0,90,moderate rain,Friday 2:00,387,42961
None,269.58,0,0,75,broken clouds,Wednesday 3:00,354,38409
None,289.35,0,0,40,mist,Sunday 8:00,2609,28443
None,284.28,0,0,90,overcast clouds,Saturday 2:00,550,18197
None,279.65,0,0,1,sky is clear,Saturday 1:00,739,12061
None,265.93,0,0,75,heavy snow,Tuesday 16:00,6416,26018
None,278.42,0,0,20,few clouds,Saturday 22:00,3427,23978
None,295.07,0,0,64,broken clouds,Wednesday 21:00,2799,31555
None,277.46,0,0,40,scattered clouds,Sunday 8:00,2058,10204
None,293.43,0,0,1,sky is clear,Wednesday 2:00,321,44748
None,291.77,0,0,75,haze,Wednesday 9:00,5272,31617
None,265.02,0,0,1,sky is clear,Sunday 22:00,2485,27012
None,294.65,0,0,1,thunderstorm,Sunday 4:00,356,22055
None,260.79,0,0,64,broken clouds,Tuesday 21:00,2131,10789
None,290.23,0,0,0,Sky is Clear,Wednesday 1:00,530,8241
None,274.98,0,0,90,fog,Sunday 21:00,3283,21671
None,276.42,0,0,90,haze,Wednesday 13:00,4912,1087
None,258.84,0,0,64,broken clouds,Wednesday 5:00,2591,20652
None,292.3,0,0,1,sky is clear,Saturday 2:00,579,29611
None,278.35,0.98,0,90,moderate rain,Friday 10:00,4736,32276
None,266.42,0,0,90,light intensity drizzle,Monday 9:00,3344,9489
None,296.864,0,0,64,broken clouds,Saturday 13:00,4096,8522
None,288.81,0,0,40,scattered clouds,Friday 2:00,310,19159
None,290.9,9.62,0,90,mist,Thursday 18:00,3898,5897
None,252.02,0,0,20,haze,Wednesday 9:00,4667,19877
None,291.02,0,0,90,haze,Thursday 7:00,6420,4226
None,282.11,0.25,0,90,fog,Sunday 6:00,1077,38049
None,289.62,0,0,40,scattered clouds,Monday 8:00,5328,36282
None,298.64,0,0,20,few clouds,Wednesday 19:00,3639,46651
None,301.51,0,0,75,moderate rain,Wednesday 22:00,1960,8602
None,277.23,0,0,1,sky is clear,Saturday 10:00,4098,29027
None,289.38,0,0,1,sky is clear,Thursday 2:00,322,39360
None,291.56,0.25,0,40,haze,Tuesday 12:00,4945,21167
None,275.12,0,0,90,heavy snow,Friday 0:00,661,29361
None,261.93,0,0,83,broken clouds,Monday 13:00,4416,2133
None,268.16,0,0,5,sky is clear,Tuesday 21:00,2423,28375
None,273.74,0,0.06,90,mist,Thursday 12:00,4879,41401
None,270.65,0,0,90,overcast clouds,Saturday 16:00,4580,22989
None,289.54,0,0,8,sky is clear,Saturday 2:00,720,29667
None,265.07,0,0,90,haze,Wednesday 15:00,5549,26221
None,279.15,0,0,90,overcast clouds,Friday 15:00,6131,25731
None,259.36,0,0,1,sky is clear,Tuesday 16:00,6186,17620
None,288.82,0,0,40,scattered clouds,Tuesday 23:00,1313,16527
None,270.15,0,0,90,overcast clouds,Thursday 17:00,5996,40455
None,266.01,0,0,90,light snow,Thursday 7:00,6530,35039
None,296.4,0,0,75,broken clouds,Friday 20:00,2998,34135
None,287.06,0,0,0,Sky is Clear,Thursday 2:00,270,1337
None,287.23,0,0,90,mist,Thursday 2:00,272,13593
None,288.16,0,0,1,sky is clear,Tuesday 0:00,624,26678
None,291.2,7.11,0,90,mist,Thursday 20:00,2740,38418
None,297.16,0,0,76,broken clouds,Wednesday 7:00,6160,30566
None,271.11,0,0,75,broken clouds,Saturday 14:00,4935,36377
None,276.82,0,0,1,sky is clear,Saturday 17:00,4620,18056
None,248.61,0,0,75,light snow,Monday 8:00,5494,14768
None,275.48,0,0,90,mist,Friday 23:00,2657,3899
None,290.368,0,0,92,moderate rain,Sunday 23:00,995,9648
None,294.08,0,0,40,scattered clouds,Tuesday 11:00,4529,35160
None,273.05,0,0,75,broken clouds,Friday 5:00,2508,15076
None,259.08,0,0,90,overcast clouds,Friday 20:00,2807,14941
None,285.83,0,0,1,mist,Sunday 1:00,784,38966
None,296.11,0,0,1,sky is clear,Thursday 9:00,2095,33354
None,287.69,0.98,0,90,moderate rain,Saturday 21:00,3024,42585
None,289.74,0,0,20,few clouds,Friday 5:00,2821,3465
None,291.27,0,0,1,sky is clear,Sunday 2:00,900,41366
None,279.65,0,0,90,light rain,Wednesday 11:00,4629,20064
None,298.42,0,0,75,broken clouds,Wednesday 17:00,6281,8142
None,285.43,0,0,90,drizzle,Saturday 6:00,1356,3547
None,271.1,0,0,20,few clouds,Friday 7:00,6507,36638
None,272.69,0,0,75,mist,Wednesday 5:00,2534,15460
None,296.11,0,0,1,mist,Wednesday 8:00,5748,15328
None,275.78,0,0,1,sky is clear,Sunday 4:00,491,20520
None,289.28,0.61,0,75,moderate rain,Tuesday 8:00,5692,37258
None,266.88,0,0,1,sky is clear,Friday 11:00,5370,27092
None,286.6,0,0,1,fog,Saturday 2:00,488,12025
None,277.17,0,0,1,sky is clear,Thursday 1:00,358,10809
None,289.1,0,0,1,sky is clear,Wednesday 22:00,2100,8614
None,258.42,0,0,1,sky is clear,Wednesday 19:00,3011,456
None,291.49,0.25,0,75,drizzle,Thursday 0:00,522,19382
None,272.02,0,0,90,overcast clouds,Friday 14:00,5607,32265
None,278.29,0,0,1,sky is clear,Monday 6:00,5746,36562
None,275.73,0,0,1,sky is clear,Sunday 20:00,2522,42183
None,269.37,0,0,20,few clouds,Tuesday 10:00,4644,47777
None,284.69,0,0,76,broken clouds,Monday 7:00,6597,7315
None,255.8,0,0,64,broken clouds,Sunday 13:00,3888,15542
None,283.09,0,0,90,haze,Wednesday 2:00,263,12369
None,289.28,0,0,40,proximity thunderstorm,Tuesday 9:00,5033,29699
None,272.29,0,0,90,haze,Tuesday 15:00,5690,19950
None,289.91,0,0,1,sky is clear,Thursday 1:00,511,25645
None,249.45,0,0,1,sky is clear,Sunday 23:00,1580,41263
None,290.29,0,0,5,sky is clear,Sunday 22:00,2051,17260
None,256.56,0,0,20,few clouds,Friday 3:00,395,7357
